fecha,comunidad_autonoma,provincia,casos_confirmados,ingresos_uci,fallecidos,altas,lat,lon
2023-01-20,Cantabria,Santander,150,7,2,127,43.4623,-3.8044
2023-01-20,Castilla-La Mancha,Toledo,496,17,14,427,39.8628,-4.0245
2023-01-20,Castilla y León,Valladolid,608,18,11,573,41.6523,-4.7245
2023-01-20,Cataluña,Barcelona,1523,64,34,1443,41.3851,2.1734
2023-01-20,Comunidad Valenciana,Valencia,1264,52,34,1081,39.4699,-0.3763
2023-01-20,Extremadura,Mérida,253,8,4,218,38.916,-6.3438
2023-01-20,Galicia,Santiago,563,25,8,493,42.8782,-8.5449
2023-01-20,Madrid,Madrid,1397,67,21,1217,40.4168,-3.7038
2023-01-20,Murcia,Murcia,180,5,4,164,37.9924,-1.1307
2023-01-20,Navarra,Pamplona,171,5,2,147,42.8125,-1.6432
2023-01-20,País Vasco,Vitoria,502,22,8,472,42.8464,-2.6724
2023-01-20,La Rioja,Logroño,62,2,1,56,42.4627,-2.4449
2023-01-20,Ceuta,Ceuta,15,0,0,13,35.8891,-5.3167
2023-01-20,Melilla,Melilla,17,0,0,15,35.2923,-2.9475
2023-01-21,Andalucía,Sevilla,2177,82,56,2028,37.3886,-5.9845
2023-01-21,Aragón,Zaragoza,237,12,5,222,41.6488,-0.8891
2023-01-21,Asturias,Oviedo,207,7,4,182,43.3614,-5.8458
2023-01-21,Islas Baleares,Palma,202,7,3,176,39.5696,2.6502
2023-01-21,Canarias,Las Palmas,507,26,14,458,28.1235,-15.4134
2023-01-21,Cantabria,Santander,134,5,3,126,43.4623,-3.8044
2023-01-21,Castilla-La Mancha,Toledo,393,12,10,358,39.8628,-4.0245
2023-01-21,Castilla y León,Valladolid,621,34,12,529,41.6523,-4.7245
2023-01-21,Cataluña,Barcelona,1427,80,37,1279,41.3851,2.1734
2023-01-21,Comunidad Valenciana,Valencia,1196,59,33,1020,39.4699,-0.3763
2023-01-21,Extremadura,Mérida,269,15,4,250,38.916,-6.3438
2023-01-21,Galicia,Santiago,691,37,10,636,42.8782,-8.5449
2023-01-21,Madrid,Madrid,1655,63,41,1466,40.4168,-3.7038
2023-01-21,Murcia,Murcia,197,10,2,170,37.9924,-1.1307
2023-01-21,Navarra,Pamplona,118,5,2,103,42.8125,-1.6432
2023-01-21,País Vasco,Vitoria,444,24,4,411,42.8464,-2.6724
2023-01-21,La Rioja,Logroño,62,3,1,56,42.4627,-2.4449
2023-01-21,Ceuta,Ceuta,18,0,0,16,35.8891,-5.3167
2023-01-21,Melilla,Melilla,19,0,0,17,35.2923,-2.9475
2023-01-22,Andalucía,Sevilla,2027,89,50,1825,37.3886,-5.9845
2023-01-22,Aragón,Zaragoza,237,8,5,206,41.6488,-0.8891
2023-01-22,Asturias,Oviedo,263,8,3,241,43.3614,-5.8458
2023-01-22,Islas Baleares,Palma,204,10,2,189,39.5696,2.6502
2023-01-22,Canarias,Las Palmas,539,18,13,478,28.1235,-15.4134
2023-01-22,Cantabria,Santander,127,7,1,108,43.4623,-3.8044
2023-01-22,Castilla-La Mancha,Toledo,374,19,4,347,39.8628,-4.0245
2023-01-22,Castilla y León,Valladolid,578,25,9,524,41.6523,-4.7245
2023-01-22,Cataluña,Barcelona,1511,78,41,1375,41.3851,2.1734
2023-01-22,Comunidad Valenciana,Valencia,1234,45,26,1075,39.4699,-0.3763
2023-01-22,Extremadura,Mérida,281,10,5,262,38.916,-6.3438
2023-01-22,Galicia,Santiago,697,24,12,651,42.8782,-8.5449
2023-01-22,Madrid,Madrid,1250,42,35,1115,40.4168,-3.7038
2023-01-22,Murcia,Murcia,215,12,3,193,37.9924,-1.1307
2023-01-22,Navarra,Pamplona,133,6,3,125,42.8125,-1.6432
2023-01-22,País Vasco,Vitoria,489,22,8,443,42.8464,-2.6724
2023-01-22,La Rioja,Logroño,67,4,1,62,42.4627,-2.4449
2023-01-22,Ceuta,Ceuta,19,0,0,17,35.8891,-5.3167
2023-01-22,Melilla,Melilla,18,0,0,16,35.2923,-2.9475
2023-01-23,Andalucía,Sevilla,1922,62,45,1721,37.3886,-5.9845
2023-01-23,Aragón,Zaragoza,338,12,3,314,41.6488,-0.8891
2023-01-23,Asturias,Oviedo,258,9,3,230,43.3614,-5.8458
2023-01-23,Islas Baleares,Palma,263,9,5,240,39.5696,2.6502
2023-01-23,Canarias,Las Palmas,530,19,8,479,28.1235,-15.4134
2023-01-23,Cantabria,Santander,149,6,2,128,43.4623,-3.8044
2023-01-23,Castilla-La Mancha,Toledo,399,23,4,346,39.8628,-4.0245
2023-01-23,Castilla y León,Valladolid,599,35,11,530,41.6523,-4.7245
2023-01-23,Cataluña,Barcelona,1784,58,21,1553,41.3851,2.1734
2023-01-23,Comunidad Valenciana,Valencia,1085,36,31,1006,39.4699,-0.3763
2023-01-23,Extremadura,Mérida,254,14,2,225,38.916,-6.3438
2023-01-23,Galicia,Santiago,575,34,17,503,42.8782,-8.5449
2023-01-23,Madrid,Madrid,1355,51,17,1282,40.4168,-3.7038
2023-01-23,Murcia,Murcia,184,7,4,158,37.9924,-1.1307
2023-01-23,Navarra,Pamplona,166,5,2,146,42.8125,-1.6432
2023-01-23,País Vasco,Vitoria,553,30,12,521,42.8464,-2.6724
2023-01-23,La Rioja,Logroño,61,1,1,53,42.4627,-2.4449
2023-01-23,Ceuta,Ceuta,17,1,0,14,35.8891,-5.3167
2023-01-23,Melilla,Melilla,19,0,0,17,35.2923,-2.9475
2023-01-24,Andalucía,Sevilla,1631,87,19,1406,37.3886,-5.9845
2023-01-24,Aragón,Zaragoza,333,16,7,303,41.6488,-0.8891
2023-01-24,Asturias,Oviedo,254,12,3,236,43.3614,-5.8458
2023-01-24,Islas Baleares,Palma,262,10,2,230,39.5696,2.6502
2023-01-24,Canarias,Las Palmas,390,13,7,342,28.1235,-15.4134
2023-01-24,Cantabria,Santander,155,4,3,132,43.4623,-3.8044
2023-01-24,Castilla-La Mancha,Toledo,491,23,11,419,39.8628,-4.0245
2023-01-24,Castilla y León,Valladolid,600,20,6,555,41.6523,-4.7245
2023-01-24,Cataluña,Barcelona,1487,85,30,1290,41.3851,2.1734
2023-01-24,Comunidad Valenciana,Valencia,1341,79,15,1235,39.4699,-0.3763
2023-01-24,Extremadura,Mérida,206,8,5,179,38.916,-6.3438
2023-01-24,Galicia,Santiago,702,34,14,651,42.8782,-8.5449
2023-01-24,Madrid,Madrid,1283,57,15,1202,40.4168,-3.7038
2023-01-24,Murcia,Murcia,224,9,4,200,37.9924,-1.1307
2023-01-24,Navarra,Pamplona,169,7,3,152,42.8125,-1.6432
2023-01-24,País Vasco,Vitoria,457,19,5,406,42.8464,-2.6724
2023-01-24,La Rioja,Logroño,69,3,1,62,42.4627,-2.4449
2023-01-24,Ceuta,Ceuta,17,0,0,14,35.8891,-5.3167
2023-01-24,Melilla,Melilla,22,1,0,20,35.2923,-2.9475
2023-01-25,Andalucía,Sevilla,2073,81,39,1853,37.3886,-5.9845
2023-01-25,Aragón,Zaragoza,324,15,4,284,41.6488,-0.8891
2023-01-25,Asturias,Oviedo,192,10,3,168,43.3614,-5.8458
2023-01-25,Islas Baleares,Palma,237,13,3,219,39.5696,2.6502
2023-01-25,Canarias,Las Palmas,468,24,6,398,28.1235,-15.4134
2023-01-25,Cantabria,Santander,109,5,3,101,43.4623,-3.8044
2023-01-25,Castilla-La Mancha,Toledo,366,13,4,315,39.8628,-4.0245
2023-01-25,Castilla y León,Valladolid,466,20,6,437,41.6523,-4.7245
2023-01-25,Cataluña,Barcelona,1970,105,31,1861,41.3851,2.1734
2023-01-25,Comunidad Valenciana,Valencia,1137,42,16,1064,39.4699,-0.3763
2023-01-25,Extremadura,Mérida,222,10,2,199,38.916,-6.3438
2023-01-25,Galicia,Santiago,666,31,10,623,42.8782,-8.5449
2023-01-25,Madrid,Madrid,1553,77,30,1368,40.4168,-3.7038
2023-01-25,Murcia,Murcia,257,9,7,237,37.9924,-1.1307
2023-01-25,Navarra,Pamplona,129,6,3,110,42.8125,-1.6432
2023-01-25,País Vasco,Vitoria,511,22,12,453,42.8464,-2.6724
2023-01-25,La Rioja,Logroño,81,3,1,70,42.4627,-2.4449
2023-01-25,Ceuta,Ceuta,15,0,0,14,35.8891,-5.3167
2023-01-25,Melilla,Melilla,21,1,0,19,35.2923,-2.9475
2023-01-26,Andalucía,Sevilla,2076,124,46,1899,37.3886,-5.9845
2023-01-26,Aragón,Zaragoza,286,8,8,269,41.6488,-0.8891
2023-01-26,Asturias,Oviedo,225,7,5,204,43.3614,-5.8458
2023-01-26,Islas Baleares,Palma,279,14,7,251,39.5696,2.6502
2023-01-26,Canarias,Las Palmas,434,14,8,410,28.1235,-15.4134
2023-01-26,Cantabria,Santander,157,5,2,135,43.4623,-3.8044
2023-01-26,Castilla-La Mancha,Toledo,394,15,10,370,39.8628,-4.0245
2023-01-26,Castilla y León,Valladolid,620,29,15,535,41.6523,-4.7245
2023-01-26,Cataluña,Barcelona,1625,66,33,1448,41.3851,2.1734
2023-01-26,Comunidad Valenciana,Valencia,1186,41,22,1055,39.4699,-0.3763
2023-01-26,Extremadura,Mérida,212,11,2,187,38.916,-6.3438
2023-01-26,Galicia,Santiago,528,18,13,461,42.8782,-8.5449
2023-01-26,Madrid,Madrid,1228,49,18,1075,40.4168,-3.7038
2023-01-26,Murcia,Murcia,238,9,7,217,37.9924,-1.1307
2023-01-26,Navarra,Pamplona,164,6,4,153,42.8125,-1.6432
2023-01-26,País Vasco,Vitoria,533,27,7,477,42.8464,-2.6724
2023-01-26,La Rioja,Logroño,80,3,0,72,42.4627,-2.4449
2023-01-26,Ceuta,Ceuta,16,0,0,14,35.8891,-5.3167
2023-01-26,Melilla,Melilla,16,0,0,14,35.2923,-2.9475
2023-01-27,Andalucía,Sevilla,2270,92,48,2026,37.3886,-5.9845
2023-01-27,Aragón,Zaragoza,333,19,4,315,41.6488,-0.8891
2023-01-27,Asturias,Oviedo,259,11,6,245,43.3614,-5.8458
2023-01-27,Islas Baleares,Palma,254,14,5,228,39.5696,2.6502
2023-01-27,Canarias,Las Palmas,475,26,12,413,28.1235,-15.4134
2023-01-27,Cantabria,Santander,156,9,2,133,43.4623,-3.8044
2023-01-27,Castilla-La Mancha,Toledo,369,21,6,332,39.8628,-4.0245
2023-01-27,Castilla y León,Valladolid,585,30,6,529,41.6523,-4.7245
2023-01-27,Cataluña,Barcelona,1650,73,42,1491,41.3851,2.1734
2023-01-27,Comunidad Valenciana,Valencia,1032,32,26,940,39.4699,-0.3763
2023-01-27,Extremadura,Mérida,245,7,6,217,38.916,-6.3438
2023-01-27,Galicia,Santiago,713,34,17,615,42.8782,-8.5449
2023-01-27,Madrid,Madrid,1630,59,36,1436,40.4168,-3.7038
2023-01-27,Murcia,Murcia,211,12,5,199,37.9924,-1.1307
2023-01-27,Navarra,Pamplona,123,6,1,109,42.8125,-1.6432
2023-01-27,País Vasco,Vitoria,553,22,11,521,42.8464,-2.6724
2023-01-27,La Rioja,Logroño,76,2,2,68,42.4627,-2.4449
2023-01-27,Ceuta,Ceuta,23,0,0,21,35.8891,-5.3167
2023-01-27,Melilla,Melilla,20,1,0,17,35.2923,-2.9475
2023-01-28,Andalucía,Sevilla,2122,104,45,1978,37.3886,-5.9845
2023-01-28,Aragón,Zaragoza,286,14,4,248,41.6488,-0.8891
2023-01-28,Asturias,Oviedo,238,10,6,225,43.3614,-5.8458
2023-01-28,Islas Baleares,Palma,219,12,2,205,39.5696,2.6502
2023-01-28,Canarias,Las Palmas,560,20,6,517,28.1235,-15.4134
2023-01-28,Cantabria,Santander,142,7,3,123,43.4623,-3.8044
2023-01-28,Castilla-La Mancha,Toledo,416,18,6,386,39.8628,-4.0245
2023-01-28,Castilla y León,Valladolid,454,20,8,392,41.6523,-4.7245
2023-01-28,Cataluña,Barcelona,1813,75,45,1697,41.3851,2.1734
2023-01-28,Comunidad Valenciana,Valencia,1371,59,37,1209,39.4699,-0.3763
2023-01-28,Extremadura,Mérida,287,16,4,246,38.916,-6.3438
2023-01-28,Galicia,Santiago,673,26,8,619,42.8782,-8.5449
2023-01-28,Madrid,Madrid,1738,67,48,1482,40.4168,-3.7038
2023-01-28,Murcia,Murcia,191,7,3,173,37.9924,-1.1307
2023-01-28,Navarra,Pamplona,126,5,1,109,42.8125,-1.6432
2023-01-28,País Vasco,Vitoria,503,22,9,463,42.8464,-2.6724
2023-01-28,La Rioja,Logroño,68,2,1,59,42.4627,-2.4449
2023-01-28,Ceuta,Ceuta,21,0,0,19,35.8891,-5.3167
2023-01-28,Melilla,Melilla,23,0,0,21,35.2923,-2.9475
2023-01-29,Andalucía,Sevilla,1843,87,24,1574,37.3886,-5.9845
2023-01-29,Aragón,Zaragoza,298,12,5,277,41.6488,-0.8891
2023-01-29,Asturias,Oviedo,190,10,3,162,43.3614,-5.8458
2023-01-29,Islas Baleares,Palma,238,11,3,220,39.5696,2.6502
2023-01-29,Canarias,Las Palmas,435,13,8,412,28.1235,-15.4134
2023-01-29,Cantabria,Santander,140,8,2,119,43.4623,-3.8044
2023-01-29,Castilla-La Mancha,Toledo,400,19,9,359,39.8628,-4.0245
2023-01-29,Castilla y León,Valladolid,542,20,11,466,41.6523,-4.7245
2023-01-29,Cataluña,Barcelona,1693,53,33,1477,41.3851,2.1734
2023-01-29,Comunidad Valenciana,Valencia,1130,66,25,1022,39.4699,-0.3763
2023-01-29,Extremadura,Mérida,236,11,3,210,38.916,-6.3438
2023-01-29,Galicia,Santiago,686,33,9,610,42.8782,-8.5449
2023-01-29,Madrid,Madrid,1331,71,30,1251,40.4168,-3.7038
2023-01-29,Murcia,Murcia,219,7,4,201,37.9924,-1.1307
2023-01-29,Navarra,Pamplona,135,6,2,122,42.8125,-1.6432
2023-01-29,País Vasco,Vitoria,544,28,15,473,42.8464,-2.6724
2023-01-29,La Rioja,Logroño,61,2,1,54,42.4627,-2.4449
2023-01-29,Ceuta,Ceuta,16,0,0,13,35.8891,-5.3167
2023-01-29,Melilla,Melilla,17,0,0,15,35.2923,-2.9475
2023-01-30,Andalucía,Sevilla,2322,90,44,1984,37.3886,-5.9845
2023-01-30,Aragón,Zaragoza,304,16,5,281,41.6488,-0.8891
2023-01-30,Asturias,Oviedo,212,10,6,183,43.3614,-5.8458
2023-01-30,Islas Baleares,Palma,244,9,2,207,39.5696,2.6502
2023-01-30,Canarias,Las Palmas,526,24,12,478,28.1235,-15.4134
2023-01-30,Cantabria,Santander,120,4,2,104,43.4623,-3.8044
2023-01-30,Castilla-La Mancha,Toledo,510,25,10,451,39.8628,-4.0245
2023-01-30,Castilla y León,Valladolid,502,25,13,465,41.6523,-4.7245
2023-01-30,Cataluña,Barcelona,1973,110,28,1709,41.3851,2.1734
2023-01-30,Comunidad Valenciana,Valencia,1108,55,14,1022,39.4699,-0.3763
2023-01-30,Extremadura,Mérida,213,7,3,195,38.916,-6.3438
2023-01-30,Galicia,Santiago,504,28,6,465,42.8782,-8.5449
2023-01-30,Madrid,Madrid,1516,90,24,1355,40.4168,-3.7038
2023-01-30,Murcia,Murcia,230,12,6,195,37.9924,-1.1307
2023-01-30,Navarra,Pamplona,141,6,1,131,42.8125,-1.6432
2023-01-30,País Vasco,Vitoria,520,20,11,484,42.8464,-2.6724
2023-01-30,La Rioja,Logroño,82,3,0,71,42.4627,-2.4449
2023-01-30,Ceuta,Ceuta,23,1,0,19,35.8891,-5.3167
2023-01-30,Melilla,Melilla,18,0,0,17,35.2923,-2.9475
2023-01-31,Andalucía,Sevilla,1579,70,19,1450,37.3886,-5.9845
2023-01-31,Aragón,Zaragoza,263,12,3,235,41.6488,-0.8891
2023-01-31,Asturias,Oviedo,243,8,4,227,43.3614,-5.8458
2023-01-31,Islas Baleares,Palma,250,13,2,233,39.5696,2.6502
2023-01-31,Canarias,Las Palmas,455,23,6,401,28.1235,-15.4134
2023-01-31,Cantabria,Santander,150,6,4,137,43.4623,-3.8044
2023-01-31,Castilla-La Mancha,Toledo,388,19,7,361,39.8628,-4.0245
2023-01-31,Castilla y León,Valladolid,643,25,10,574,41.6523,-4.7245
2023-01-31,Cataluña,Barcelona,1638,74,31,1519,41.3851,2.1734
2023-01-31,Comunidad Valenciana,Valencia,1232,38,34,1104,39.4699,-0.3763
2023-01-31,Extremadura,Mérida,286,10,5,249,38.916,-6.3438
2023-01-31,Galicia,Santiago,733,30,15,626,42.8782,-8.5449
2023-01-31,Madrid,Madrid,1725,73,26,1525,40.4168,-3.7038
2023-01-31,Murcia,Murcia,260,13,7,237,37.9924,-1.1307
2023-01-31,Navarra,Pamplona,136,6,4,122,42.8125,-1.6432
2023-01-31,País Vasco,Vitoria,587,22,13,521,42.8464,-2.6724
2023-01-31,La Rioja,Logroño,65,2,0,59,42.4627,-2.4449
2023-01-31,Ceuta,Ceuta,19,0,0,16,35.8891,-5.3167
2023-01-31,Melilla,Melilla,18,0,0,16,35.2923,-2.9475
2023-02-01,Andalucía,Sevilla,2161,113,23,1837,37.3886,-5.9845
2023-02-01,Aragón,Zaragoza,344,12,9,321,41.6488,-0.8891
2023-02-01,Asturias,Oviedo,218,11,4,206,43.3614,-5.8458
2023-02-01,Islas Baleares,Palma,249,12,6,216,39.5696,2.6502
2023-02-01,Canarias,Las Palmas,484,14,5,444,28.1235,-15.4134
2023-02-01,Cantabria,Santander,162,7,3,137,43.4623,-3.8044
2023-02-01,Castilla-La Mancha,Toledo,549,17,6,519,39.8628,-4.0245
2023-02-01,Castilla y León,Valladolid,461,22,9,417,41.6523,-4.7245
2023-02-01,Cataluña,Barcelona,1886,108,43,1667,41.3851,2.1734
2023-02-01,Comunidad Valenciana,Valencia,1318,65,25,1181,39.4699,-0.3763
2023-02-01,Extremadura,Mérida,230,8,5,198,38.916,-6.3438
2023-02-01,Galicia,Santiago,595,25,6,556,42.8782,-8.5449
2023-02-01,Madrid,Madrid,1457,69,30,1355,40.4168,-3.7038
2023-02-01,Murcia,Murcia,197,6,5,169,37.9924,-1.1307
2023-02-01,Navarra,Pamplona,141,4,1,132,42.8125,-1.6432
2023-02-01,País Vasco,Vitoria,555,23,8,525,42.8464,-2.6724
2023-02-01,La Rioja,Logroño,79,4,1,68,42.4627,-2.4449
2023-02-01,Ceuta,Ceuta,18,1,0,16,35.8891,-5.3167
2023-02-01,Melilla,Melilla,19,0,0,17,35.2923,-2.9475
2023-02-02,Andalucía,Sevilla,1647,58,30,1430,37.3886,-5.9845
2023-02-02,Aragón,Zaragoza,340,17,9,290,41.6488,-0.8891
2023-02-02,Asturias,Oviedo,191,6,2,171,43.3614,-5.8458
2023-02-02,Islas Baleares,Palma,220,7,4,200,39.5696,2.6502
2023-02-02,Canarias,Las Palmas,501,22,9,448,28.1235,-15.4134
2023-02-02,Cantabria,Santander,138,7,3,118,43.4623,-3.8044
2023-02-02,Castilla-La Mancha,Toledo,540,23,6,495,39.8628,-4.0245
2023-02-02,Castilla y León,Valladolid,603,19,15,521,41.6523,-4.7245
2023-02-02,Cataluña,Barcelona,1930,114,50,1657,41.3851,2.1734
2023-02-02,Comunidad Valenciana,Valencia,1047,48,22,942,39.4699,-0.3763
2023-02-02,Extremadura,Mérida,287,10,6,272,38.916,-6.3438
2023-02-02,Galicia,Santiago,644,23,17,555,42.8782,-8.5449
2023-02-02,Madrid,Madrid,1765,67,52,1610,40.4168,-3.7038
2023-02-02,Murcia,Murcia,270,13,4,255,37.9924,-1.1307
2023-02-02,Navarra,Pamplona,171,7,3,149,42.8125,-1.6432
2023-02-02,País Vasco,Vitoria,497,28,9,458,42.8464,-2.6724
2023-02-02,La Rioja,Logroño,64,3,0,55,42.4627,-2.4449
2023-02-02,Ceuta,Ceuta,17,1,0,15,35.8891,-5.3167
2023-02-02,Melilla,Melilla,16,0,0,14,35.2923,-2.9475
2023-02-03,Andalucía,Sevilla,2237,111,42,1980,37.3886,-5.9845
2023-02-03,Aragón,Zaragoza,268,8,3,230,41.6488,-0.8891
2023-02-03,Asturias,Oviedo,267,9,7,244,43.3614,-5.8458
2023-02-03,Islas Baleares,Palma,215,9,6,196,39.5696,2.6502
2023-02-03,Canarias,Las Palmas,401,15,9,346,28.1235,-15.4134
2023-02-03,Cantabria,Santander,161,6,3,137,43.4623,-3.8044
2023-02-03,Castilla-La Mancha,Toledo,466,14,7,433,39.8628,-4.0245
2023-02-03,Castilla y León,Valladolid,638,38,16,587,41.6523,-4.7245
2023-02-03,Cataluña,Barcelona,1528,56,44,1341,41.3851,2.1734
2023-02-03,Comunidad Valenciana,Valencia,1361,78,39,1255,39.4699,-0.3763
2023-02-03,Extremadura,Mérida,228,8,4,215,38.916,-6.3438
2023-02-03,Galicia,Santiago,750,41,14,701,42.8782,-8.5449
2023-02-03,Madrid,Madrid,1630,57,23,1465,40.4168,-3.7038
2023-02-03,Murcia,Murcia,247,11,5,220,37.9924,-1.1307
2023-02-03,Navarra,Pamplona,138,5,1,129,42.8125,-1.6432
2023-02-03,País Vasco,Vitoria,555,21,7,507,42.8464,-2.6724
2023-02-03,La Rioja,Logroño,69,3,2,64,42.4627,-2.4449
2023-02-03,Ceuta,Ceuta,20,0,0,18,35.8891,-5.3167
2023-02-03,Melilla,Melilla,20,0,0,17,35.2923,-2.9475
2023-02-04,Andalucía,Sevilla,2145,99,26,1963,37.3886,-5.9845
2023-02-04,Aragón,Zaragoza,305,13,6,268,41.6488,-0.8891
2023-02-04,Asturias,Oviedo,253,8,4,236,43.3614,-5.8458
2023-02-04,Islas Baleares,Palma,218,10,2,201,39.5696,2.6502
2023-02-04,Canarias,Las Palmas,554,19,11,500,28.1235,-15.4134
2023-02-04,Cantabria,Santander,113,3,3,99,43.4623,-3.8044
2023-02-04,Castilla-La Mancha,Toledo,464,15,13,421,39.8628,-4.0245
2023-02-04,Castilla y León,Valladolid,505,18,6,470,41.6523,-4.7245
2023-02-04,Cataluña,Barcelona,2130,109,36,2007,41.3851,2.1734
2023-02-04,Comunidad Valenciana,Valencia,1402,71,16,1304,39.4699,-0.3763
2023-02-04,Extremadura,Mérida,230,10,5,197,38.916,-6.3438
2023-02-04,Galicia,Santiago,712,39,8,670,42.8782,-8.5449
2023-02-04,Madrid,Madrid,1404,66,22,1263,40.4168,-3.7038
2023-02-04,Murcia,Murcia,235,10,4,214,37.9924,-1.1307
2023-02-04,Navarra,Pamplona,131,4,2,117,42.8125,-1.6432
2023-02-04,País Vasco,Vitoria,483,15,6,416,42.8464,-2.6724
2023-02-04,La Rioja,Logroño,78,2,1,67,42.4627,-2.4449
2023-02-04,Ceuta,Ceuta,20,0,0,17,35.8891,-5.3167
2023-02-04,Melilla,Melilla,21,1,0,17,35.2923,-2.9475
2023-02-05,Andalucía,Sevilla,2357,81,56,2007,37.3886,-5.9845
2023-02-05,Aragón,Zaragoza,298,13,8,267,41.6488,-0.8891
2023-02-05,Asturias,Oviedo,279,8,8,257,43.3614,-5.8458
2023-02-05,Islas Baleares,Palma,260,10,5,239,39.5696,2.6502
2023-02-05,Canarias,Las Palmas,582,18,9,509,28.1235,-15.4134
2023-02-05,Cantabria,Santander,127,7,3,113,43.4623,-3.8044
2023-02-05,Castilla-La Mancha,Toledo,474,17,11,414,39.8628,-4.0245
2023-02-05,Castilla y León,Valladolid,592,29,9,512,41.6523,-4.7245
2023-02-05,Cataluña,Barcelona,1859,97,29,1606,41.3851,2.1734
2023-02-05,Comunidad Valenciana,Valencia,1063,50,18,953,39.4699,-0.3763
2023-02-05,Extremadura,Mérida,260,12,3,228,38.916,-6.3438
2023-02-05,Galicia,Santiago,597,25,15,546,42.8782,-8.5449
2023-02-05,Madrid,Madrid,1748,101,39,1657,40.4168,-3.7038
2023-02-05,Murcia,Murcia,244,10,3,216,37.9924,-1.1307
2023-02-05,Navarra,Pamplona,185,9,3,168,42.8125,-1.6432
2023-02-05,País Vasco,Vitoria,551,22,14,480,42.8464,-2.6724
2023-02-05,La Rioja,Logroño,83,3,1,72,42.4627,-2.4449
2023-02-05,Ceuta,Ceuta,18,0,0,16,35.8891,-5.3167
2023-02-05,Melilla,Melilla,19,1,0,16,35.2923,-2.9475
2023-02-06,Andalucía,Sevilla,2158,99,52,1898,37.3886,-5.9845
2023-02-06,Aragón,Zaragoza,272,12,7,243,41.6488,-0.8891
2023-02-06,Asturias,Oviedo,196,6,5,171,43.3614,-5.8458
2023-02-06,Islas Baleares,Palma,211,12,2,182,39.5696,2.6502
2023-02-06,Canarias,Las Palmas,524,30,10,492,28.1235,-15.4134
2023-02-06,Cantabria,Santander,143,6,2,132,43.4623,-3.8044
2023-02-06,Castilla-La Mancha,Toledo,569,24,15,508,39.8628,-4.0245
2023-02-06,Castilla y León,Valladolid,591,23,10,535,41.6523,-4.7245
2023-02-06,Cataluña,Barcelona,1655,97,25,1550,41.3851,2.1734
2023-02-06,Comunidad Valenciana,Valencia,1025,50,28,939,39.4699,-0.3763
2023-02-06,Extremadura,Mérida,275,14,3,256,38.916,-6.3438
2023-02-06,Galicia,Santiago,680,38,10,629,42.8782,-8.5449
2023-02-06,Madrid,Madrid,1720,58,51,1475,40.4168,-3.7038
2023-02-06,Murcia,Murcia,275,13,5,239,37.9924,-1.1307
2023-02-06,Navarra,Pamplona,125,7,2,109,42.8125,-1.6432
2023-02-06,País Vasco,Vitoria,615,31,14,523,42.8464,-2.6724
2023-02-06,La Rioja,Logroño,76,2,1,68,42.4627,-2.4449
2023-02-06,Ceuta,Ceuta,23,1,0,21,35.8891,-5.3167
2023-02-06,Melilla,Melilla,17,0,0,14,35.2923,-2.9475
2023-02-07,Andalucía,Sevilla,2365,74,35,2077,37.3886,-5.9845
2023-02-07,Aragón,Zaragoza,373,11,7,346,41.6488,-0.8891
2023-02-07,Asturias,Oviedo,248,8,4,224,43.3614,-5.8458
2023-02-07,Islas Baleares,Palma,212,9,5,195,39.5696,2.6502
2023-02-07,Canarias,Las Palmas,448,18,13,419,28.1235,-15.4134
2023-02-07,Cantabria,Santander,159,5,1,137,43.4623,-3.8044
2023-02-07,Castilla-La Mancha,Toledo,429,16,5,388,39.8628,-4.0245
2023-02-07,Castilla y León,Valladolid,612,18,6,543,41.6523,-4.7245
2023-02-07,Cataluña,Barcelona,1782,56,31,1583,41.3851,2.1734
2023-02-07,Comunidad Valenciana,Valencia,1015,52,12,960,39.4699,-0.3763
2023-02-07,Extremadura,Mérida,284,13,3,247,38.916,-6.3438
2023-02-07,Galicia,Santiago,525,25,13,462,42.8782,-8.5449
2023-02-07,Madrid,Madrid,1711,65,22,1476,40.4168,-3.7038
2023-02-07,Murcia,Murcia,280,8,7,257,37.9924,-1.1307
2023-02-07,Navarra,Pamplona,145,4,2,123,42.8125,-1.6432
2023-02-07,País Vasco,Vitoria,621,34,10,528,42.8464,-2.6724
2023-02-07,La Rioja,Logroño,62,3,0,54,42.4627,-2.4449
2023-02-07,Ceuta,Ceuta,19,1,0,17,35.8891,-5.3167
2023-02-07,Melilla,Melilla,22,1,0,19,35.2923,-2.9475
2023-02-08,Andalucía,Sevilla,2280,100,46,2102,37.3886,-5.9845
2023-02-08,Aragón,Zaragoza,328,17,5,309,41.6488,-0.8891
2023-02-08,Asturias,Oviedo,283,11,4,259,43.3614,-5.8458
2023-02-08,Islas Baleares,Palma,229,11,5,216,39.5696,2.6502
2023-02-08,Canarias,Las Palmas,610,18,7,531,28.1235,-15.4134
2023-02-08,Cantabria,Santander,161,9,4,149,43.4623,-3.8044
2023-02-08,Castilla-La Mancha,Toledo,537,30,10,460,39.8628,-4.0245
2023-02-08,Castilla y León,Valladolid,626,34,13,573,41.6523,-4.7245
2023-02-08,Cataluña,Barcelona,1676,68,30,1501,41.3851,2.1734
2023-02-08,Comunidad Valenciana,Valencia,1344,50,32,1203,39.4699,-0.3763
2023-02-08,Extremadura,Mérida,226,7,5,206,38.916,-6.3438
